"Age","Gender","Education_Level","Job_Title","Years_of_Experience","Salary","Country","Race","Senior"
"31.0","Female",3,"Data_Scientist","8.0","140000.0","USA","White",0
"29.0","Male",1,"Marketing_Analyst","4.0","70000.0","Australia","Asian",0
"33.0","Female",2,"Marketing_Manager","9.0","130000.0","China","Korean",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","China","Chinese",0
"36.0","Female",3,"Research_Scientist","12.0","170000.0","Canada","Black",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","Canada","Black",0
"30.0","Female",1,"Marketing_Coordinator","5.0","90000.0","Canada","Black",0
"34.0","Male",3,"Research_Director","11.0","160000.0","China","Chinese",0
"28.0","Female",1,"Marketing_Analyst","3.0","60000.0","China","Korean",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","Canada","White",0
"24.0","Female",0,"Receptionist","0.0","25000.0","Canada","White",0
"37.0","Male",2,"Marketing_Director","14.0","190000.0","Australia","Australian",0
"39.0","Female",1,"Financial_Manager","16.0","200000.0","UK","Mixed",0
"26.0","Male",1,"Product_Designer","2.0","55000.0","UK","Mixed",0
"31.0","Female",3,"Data_Scientist","8.0","140000.0","UK","Mixed",0
"29.0","Male",1,"Marketing_Analyst","4.0","70000.0","Australia","White",0
"33.0","Female",2,"Marketing_Manager","9.0","130000.0","Australia","White",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","USA","Asian",0
"36.0","Female",3,"Research_Scientist","12.0","170000.0","USA","African",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","Canada","Asian",0
"30.0","Female",1,"Marketing_Coordinator","5.0","90000.0","Canada","Black",0
"34.0","Male",3,"Research_Director","11.0","160000.0","Canada","Asian",0
"28.0","Female",1,"Marketing_Analyst","3.0","60000.0","Australia","Australian",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","UK","Mixed",0
"24.0","Female",0,"Receptionist","0.0","25000.0","USA","White",0
"37.0","Male",2,"Marketing_Director","14.0","190000.0","Australia","White",0
"39.0","Female",1,"Financial_Manager","16.0","200000.0","USA","White",0
"26.0","Male",1,"Product_Designer","2.0","55000.0","USA","White",0
"31.0","Female",3,"Data_Scientist","8.0","140000.0","Australia","Asian",0
"29.0","Male",1,"Marketing_Analyst","4.0","70000.0","UK","Mixed",0
"33.0","Female",2,"Marketing_Manager","9.0","130000.0","Australia","Asian",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","UK","Asian",0
"36.0","Female",3,"Research_Scientist","12.0","170000.0","Canada","White",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","Canada","Black",0
"30.0","Female",1,"Marketing_Coordinator","5.0","90000.0","China","White",0
"34.0","Male",3,"Research_Director","11.0","160000.0","USA","White",0
"28.0","Female",1,"Marketing_Analyst","3.0","60000.0","Australia","Australian",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","China","Chinese",0
"24.0","Female",0,"Receptionist","0.0","25000.0","China","Chinese",0
"37.0","Male",2,"Marketing_Director","14.0","190000.0","China","White",0
"39.0","Female",1,"Financial_Manager","16.0","200000.0","UK","White",0
"26.0","Male",1,"Product_Designer","2.0","55000.0","China","White",0
"31.0","Female",3,"Data_Scientist","8.0","140000.0","UK","Asian",0
"29.0","Male",1,"Marketing_Analyst","4.0","70000.0","Canada","White",0
"33.0","Female",2,"Marketing_Manager","9.0","130000.0","China","White",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","Canada","Black",0
"36.0","Female",3,"Research_Scientist","12.0","170000.0","Canada","Asian",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","USA","African",0
"30.0","Female",1,"Marketing_Coordinator","5.0","90000.0","UK","Asian",0
"34.0","Male",3,"Research_Director","11.0","160000.0","Canada","White",0
"28.0","Female",1,"Marketing_Analyst","3.0","60000.0","Canada","Asian",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","Canada","Asian",0
"24.0","Female",0,"Receptionist","0.0","25000.0","Canada","White",0
"37.0","Male",2,"Marketing_Director","14.0","190000.0","Canada","Asian",0
"39.0","Female",1,"Financial_Manager","16.0","200000.0","Australia","Australian",0
"26.0","Male",1,"Product_Designer","2.0","55000.0","Canada","Asian",0
"31.0","Female",3,"Data_Scientist","8.0","140000.0","Australia","White",0
"29.0","Male",1,"Marketing_Analyst","4.0","70000.0","Canada","Asian",0
"33.0","Female",2,"Marketing_Manager","9.0","130000.0","UK","Welsh",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","Australia","Asian",0
"36.0","Female",3,"Research_Scientist","12.0","170000.0","Canada","Black",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","USA","African",0
"30.0","Female",1,"Marketing_Coordinator","5.0","90000.0","Australia","Asian",0
"34.0","Male",3,"Research_Director","11.0","160000.0","UK","Asian",0
"28.0","Female",1,"Marketing_Analyst","3.0","60000.0","China","Chinese",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","Australia","Australian",0
"24.0","Female",0,"Receptionist","0.0","25000.0","USA","Hispanic",0
"37.0","Male",2,"Marketing_Director","14.0","190000.0","China","Korean",0
"39.0","Female",1,"Financial_Manager","16.0","200000.0","UK","Asian",0
"29.0","Female",1,"Marketing_Coordinator","4.0","65000.0","UK","Asian",0
"34.0","Male",2,"Software_Engineer","9.0","125000.0","USA","African",0
"28.0","Female",1,"Product_Manager","3.0","70000.0","Canada","Asian",0
"31.0","Male",3,"Data_Scientist","7.0","110000.0","Canada","White",0
"37.0","Female",1,"Financial_Analyst","12.0","160000.0","UK","Asian",0
"30.0","Male",1,"Marketing_Analyst","4.0","75000.0","China","White",0
"33.0","Female",2,"Software_Engineer","8.0","120000.0","UK","Mixed",0
"27.0","Male",1,"Graphic_Designer","2.0","50000.0","Australia","Australian",0
"30.0","Female",1,"Product_Manager","5.0","85000.0","USA","White",0
"36.0","Male",3,"Research_Scientist","11.0","155000.0","Canada","White",0
"28.0","Male",1,"Software_Engineer","3.0","70000.0","UK","White",0
"32.0","Female",1,"Marketing_Manager","8.0","115000.0","UK","White",0
"29.0","Male",2,"Financial_Analyst","5.0","95000.0","USA","African",0
"25.0","Female",1,"Marketing_Analyst","0.0","40000.0","Canada","Asian",0
"31.0","Male",1,"Project_Manager","6.0","115000.0","Australia","Australian",0
"35.0","Female",3,"Research_Director","12.0","175000.0","Canada","Black",0
"28.0","Male",1,"Software_Engineer","3.0","70000.0","Canada","White",0
"33.0","Female",2,"Marketing_Manager","9.0","135000.0","Australia","Australian",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","Canada","Black",0
"25.0","Female",0,"Customer_Service_Representative","1.0","30000.0","UK","Mixed",0
"36.0","Male",3,"Research_Scientist","13.0","185000.0","UK","Mixed",0
"40.0","Female",1,"Financial_Manager","15.0","210000.0","Australia","Australian",0
"27.0","Male",1,"Product_Designer","1.0","45000.0","China","White",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","USA","Hispanic",0
"28.0","Male",1,"Marketing_Analyst","3.0","70000.0","UK","Welsh",0
"32.0","Female",1,"Product_Manager","7.0","120000.0","China","Chinese",0
"24.0","Male",0,"Delivery_Driver","0.0","28000.0","Canada","Asian",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","USA","White",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","China","White",0
"27.0","Male",1,"Product_Designer","2.0","55000.0","Australia","Asian",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","China","White",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","UK","White",0
"33.0","Female",2,"Marketing_Manager","9.0","135000.0","China","Chinese",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","Canada","Black",0
"36.0","Female",3,"Research_Scientist","13.0","185000.0","Australia","Asian",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","China","Chinese",0
"30.0","Female",1,"Marketing_Coordinator","5.0","95000.0","China","Korean",0
"34.0","Male",3,"Research_Director","12.0","170000.0","Canada","Black",0
"28.0","Female",1,"Marketing_Analyst","3.0","65000.0","China","White",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","Canada","White",0
"24.0","Female",0,"Receptionist","0.0","25000.0","Canada","White",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","Canada","Black",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","China","Korean",0
"27.0","Male",1,"Product_Designer","2.0","55000.0","China","White",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","UK","White",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","USA","African",0
"33.0","Female",2,"Marketing_Manager","9.0","135000.0","USA","Asian",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","Canada","White",0
"36.0","Female",3,"Research_Scientist","13.0","185000.0","Australia","White",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","Australia","Asian",0
"30.0","Female",1,"Marketing_Coordinator","5.0","95000.0","USA","Asian",0
"34.0","Male",3,"Research_Director","12.0","170000.0","UK","Welsh",0
"28.0","Female",1,"Marketing_Analyst","3.0","65000.0","USA","Asian",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","Canada","Black",0
"24.0","Female",0,"Receptionist","0.0","25000.0","UK","Welsh",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","China","Chinese",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","Australia","White",0
"27.0","Male",1,"Product_Designer","2.0","55000.0","UK","White",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","USA","Asian",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","USA","Hispanic",0
"33.0","Female",2,"Marketing_Manager","9.0","135000.0","Australia","White",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","Canada","Black",0
"36.0","Female",3,"Research_Scientist","13.0","185000.0","USA","African",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","UK","White",0
"30.0","Female",1,"Marketing_Coordinator","5.0","95000.0","Australia","Australian",0
"34.0","Male",3,"Research_Director","12.0","170000.0","Canada","Asian",0
"28.0","Female",1,"Marketing_Analyst","3.0","65000.0","UK","Welsh",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","USA","Hispanic",0
"24.0","Female",0,"Receptionist","0.0","25000.0","USA","Hispanic",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","Australia","Australian",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","Australia","Australian",0
"27.0","Male",1,"Product_Designer","2.0","55000.0","Canada","Black",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","Canada","Asian",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","China","Chinese",0
"33.0","Female",2,"Marketing_Manager","9.0","135000.0","China","White",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","USA","African",0
"36.0","Female",3,"Research_Scientist","13.0","185000.0","Australia","Asian",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","China","Korean",0
"30.0","Female",1,"Marketing_Coordinator","5.0","95000.0","UK","White",0
"34.0","Male",3,"Research_Director","12.0","170000.0","Australia","White",0
"28.0","Female",1,"Marketing_Analyst","3.0","65000.0","UK","White",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","China","Chinese",0
"24.0","Female",0,"Receptionist","0.0","25000.0","Canada","White",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","UK","Asian",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","China","Chinese",0
"27.0","Male",1,"Product_Designer","2.0","55000.0","USA","African",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","Australia","White",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","UK","White",0
"33.0","Female",2,"Marketing_Manager","9.0","135000.0","Australia","Asian",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","Australia","Asian",0
"36.0","Female",3,"Research_Scientist","13.0","185000.0","China","Chinese",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","China","Chinese",0
"30.0","Female",1,"Marketing_Coordinator","5.0","95000.0","USA","Asian",0
"34.0","Male",3,"Research_Director","12.0","170000.0","China","Korean",0
"28.0","Female",1,"Marketing_Analyst","3.0","65000.0","USA","African",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","China","Korean",0
"24.0","Female",0,"Receptionist","0.0","25000.0","Australia","White",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","USA","Asian",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","UK","White",0
"27.0","Male",1,"Product_Designer","2.0","55000.0","USA","African",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","Canada","White",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","USA","Hispanic",0
"33.0","Female",2,"Marketing_Manager","9.0","135000.0","China","Korean",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","UK","Welsh",0
"36.0","Female",3,"Research_Scientist","13.0","185000.0","Australia","Australian",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","UK","Welsh",0
"30.0","Female",1,"Marketing_Coordinator","5.0","95000.0","USA","White",0
"34.0","Male",3,"Research_Director","12.0","170000.0","USA","Asian",0
"28.0","Female",1,"Marketing_Analyst","3.0","65000.0","UK","Welsh",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","UK","Mixed",0
"24.0","Female",0,"Receptionist","0.0","25000.0","USA","Asian",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","USA","White",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","China","White",0
"27.0","Male",1,"Product_Designer","2.0","55000.0","USA","Hispanic",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","China","White",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","UK","Mixed",0
"33.0","Female",2,"Marketing_Manager","9.0","135000.0","UK","White",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","Australia","Asian",0
"36.0","Female",3,"Research_Scientist","13.0","185000.0","Canada","White",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","Canada","Asian",0
"30.0","Female",1,"Marketing_Coordinator","5.0","95000.0","China","White",0
"34.0","Male",3,"Research_Director","12.0","170000.0","Australia","Asian",0
"28.0","Female",1,"Marketing_Analyst","3.0","65000.0","China","White",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","Australia","Asian",0
"24.0","Female",0,"Receptionist","0.0","25000.0","China","Chinese",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","China","Chinese",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","China","White",0
"26.0","Female",2,"Software_Engineer","2.0","75000.0","China","Korean",0
"39.0","Male",3,"Research_Scientist","14.0","185000.0","UK","White",0
"32.0","Female",1,"Marketing_Manager","7.0","120000.0","Canada","White",0
"28.0","Male",1,"Graphic_Designer","3.0","60000.0","Canada","Asian",0
"35.0","Female",2,"Data_Scientist","10.0","145000.0","UK","Asian",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","China","Chinese",0
"33.0","Female",2,"Product_Manager","8.0","135000.0","USA","Hispanic",0
"27.0","Male",1,"Software_Engineer","2.0","70000.0","Australia","Australian",0
"36.0","Female",3,"Research_Director","12.0","175000.0","China","Korean",0
"24.0","Male",0,"Delivery_Driver","0.0","28000.0","Australia","White",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","Canada","Asian",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","Canada","Black",0
"27.0","Male",1,"Product_Designer","2.0","55000.0","China","Korean",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","Canada","Black",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","USA","White",0
"33.0","Female",2,"Marketing_Manager","9.0","135000.0","Australia","Australian",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","China","Chinese",0
"36.0","Female",3,"Research_Scientist","13.0","185000.0","UK","Asian",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","China","Korean",0
"30.0","Female",1,"Marketing_Coordinator","5.0","95000.0","UK","Welsh",0
"34.0","Male",3,"Research_Director","12.0","170000.0","UK","Welsh",0
"28.0","Female",1,"Marketing_Analyst","3.0","65000.0","UK","White",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","Australia","Asian",0
"24.0","Female",0,"Receptionist","0.0","25000.0","USA","White",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","UK","White",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","USA","Hispanic",0
"27.0","Male",1,"Product_Designer","2.0","55000.0","UK","Mixed",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","Canada","Asian",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","Australia","Australian",0
"33.0","Female",2,"Marketing_Manager","9.0","135000.0","Canada","Asian",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","Australia","Australian",0
"36.0","Female",3,"Research_Scientist","13.0","185000.0","China","White",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","Canada","Asian",0
"30.0","Female",1,"Marketing_Coordinator","5.0","95000.0","China","Chinese",0
"34.0","Male",3,"Research_Director","12.0","170000.0","UK","Asian",0
"28.0","Female",1,"Marketing_Analyst","3.0","65000.0","USA","African",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","UK","Mixed",0
"24.0","Female",0,"Receptionist","0.0","25000.0","China","Korean",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","UK","White",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","Australia","White",0
"27.0","Male",1,"Product_Designer","2.0","55000.0","Canada","Black",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","USA","White",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","China","White",0
"33.0","Female",2,"Marketing_Manager","9.0","135000.0","Canada","White",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","Canada","Black",0
"36.0","Female",3,"Research_Scientist","13.0","185000.0","Australia","Australian",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","UK","Asian",0
"30.0","Female",1,"Marketing_Coordinator","5.0","95000.0","Australia","White",0
"34.0","Male",3,"Research_Director","12.0","170000.0","Australia","White",0
"28.0","Female",1,"Marketing_Analyst","3.0","65000.0","Canada","White",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","USA","Hispanic",0
"24.0","Female",0,"Receptionist","0.0","25000.0","Australia","Asian",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","Canada","White",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","China","White",0
"27.0","Male",1,"Product_Designer","2.0","55000.0","Canada","White",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","UK","White",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","Canada","Asian",0
"33.0","Female",2,"Marketing_Manager","9.0","135000.0","UK","Welsh",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","USA","Asian",0
"36.0","Female",3,"Research_Scientist","13.0","185000.0","USA","Asian",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","USA","African",0
"30.0","Female",1,"Marketing_Coordinator","5.0","95000.0","China","Chinese",0
"34.0","Male",3,"Research_Director","12.0","170000.0","China","Korean",0
"28.0","Female",1,"Marketing_Analyst","3.0","65000.0","UK","Asian",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","USA","Asian",0
"24.0","Female",0,"Receptionist","0.0","25000.0","China","White",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","USA","African",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","Canada","White",0
"27.0","Male",1,"Product_Designer","2.0","55000.0","China","Korean",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","China","Korean",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","Canada","Asian",0
"33.0","Female",2,"Marketing_Manager","9.0","135000.0","Australia","Australian",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","China","Korean",0
"36.0","Female",3,"Research_Scientist","13.0","185000.0","Australia","Australian",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","UK","Asian",0
"30.0","Female",1,"Marketing_Coordinator","5.0","95000.0","USA","Hispanic",0
"34.0","Male",3,"Research_Director","12.0","170000.0","UK","Mixed",0
"28.0","Female",1,"Marketing_Analyst","3.0","65000.0","UK","Mixed",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","Canada","White",0
"24.0","Female",0,"Receptionist","0.0","25000.0","Australia","Australian",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","China","Chinese",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","China","White",0
"27.0","Male",1,"Product_Designer","2.0","55000.0","China","White",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","China","White",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","UK","Mixed",0
"33.0","Female",2,"Marketing_Manager","9.0","135000.0","China","Korean",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","Australia","White",0
"36.0","Female",3,"Research_Scientist","13.0","185000.0","Australia","White",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","UK","Mixed",0
"30.0","Female",1,"Marketing_Coordinator","5.0","95000.0","China","Korean",0
"34.0","Male",3,"Research_Director","12.0","170000.0","UK","Asian",0
"28.0","Female",1,"Marketing_Analyst","3.0","65000.0","UK","Welsh",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","Canada","Asian",0
"24.0","Female",0,"Receptionist","0.0","25000.0","Australia","White",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","USA","Asian",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","Australia","White",0
"27.0","Male",1,"Product_Designer","2.0","55000.0","China","Chinese",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","UK","Asian",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","USA","White",0
"33.0","Female",2,"Marketing_Manager","9.0","135000.0","Canada","Black",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","Australia","Asian",0
"36.0","Female",3,"Research_Scientist","13.0","185000.0","USA","Asian",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","Canada","Black",0
"30.0","Female",1,"Marketing_Coordinator","5.0","95000.0","UK","Welsh",0
"34.0","Male",3,"Research_Director","12.0","170000.0","Australia","Australian",0
"28.0","Female",1,"Marketing_Analyst","3.0","65000.0","USA","Hispanic",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","Australia","Asian",0
"24.0","Female",0,"Receptionist","0.0","25000.0","UK","Welsh",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","Canada","Asian",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","Canada","White",0
"27.0","Male",1,"Product_Designer","2.0","55000.0","China","Korean",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","USA","Asian",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","UK","Welsh",0
"33.0","Female",2,"Marketing_Manager","9.0","135000.0","China","Korean",0
"27.0","Male",1,"Software_Engineer","3.0","80000.0","UK","Mixed",0
"36.0","Female",3,"Research_Scientist","13.0","185000.0","China","Korean",0
"25.0","Male",1,"Product_Manager","1.0","60000.0","Australia","White",0
"30.0","Female",1,"Marketing_Coordinator","5.0","95000.0","UK","White",0
"34.0","Male",3,"Research_Director","12.0","170000.0","Canada","White",0
"28.0","Female",1,"Marketing_Analyst","3.0","65000.0","Australia","White",0
"32.0","Male",1,"Product_Manager","7.0","120000.0","Australia","Australian",0
"24.0","Female",0,"Receptionist","0.0","25000.0","Australia","Asian",0
"38.0","Male",2,"Marketing_Director","14.0","195000.0","USA","Asian",0
"40.0","Female",1,"Financial_Manager","16.0","215000.0","China","White",0
"27.0","Male",1,"Product_Designer","2.0","55000.0","China","Chinese",0
"32.0","Female",3,"Data_Scientist","9.0","145000.0","Australia","White",0
"29.0","Male",1,"Marketing_Analyst","4.0","75000.0","China","Chinese",0
"29.0","Male",1,"Sales_Associate","2.0","45000.0","USA","Hispanic",0
"45.0","Female",2,"Sales_Manager","8.0","80000.0","Canada","Black",0
"37.0","Male",3,"Marketing_Manager","7.0","90000.0","UK","Mixed",0
"23.0","Female",0,"Sales_Executive","1.0","35000.0","China","Korean",0
"41.0","Male",1,"Financial_Manager","12.0","120000.0","China","Korean",0
"26.0","Female",1,"Digital_Marketing_Manager","4.0","60000.0","Canada","Black",0
"33.0","Male",2,"Content_Marketing_Manager","5.0","70000.0","Canada","Asian",0
"28.0","Female",0,"Sales_Representative","3.0","40000.0","China","Korean",0
"50.0","Male",3,"Product_Marketing_Manager","15.0","150000.0","UK","Mixed",1
"35.0","Female",1,"Sales_Representative","2.0","35000.0","USA","Asian",0
"42.0","Male",2,"Director_of_Marketing","13.0","130000.0","Canada","Asian",0
"27.0","Female",1,"Sales_Associate","1.0","35000.0","Australia","White",0
"48.0","Male",3,"Sales_Director","18.0","180000.0","USA","Asian",0
"31.0","Female",0,"Financial_Manager","4.0","60000.0","Australia","Australian",0
"36.0","Male",1,"Sales_Manager","6.0","75000.0","UK","Mixed",0
"25.0","Female",2,"Digital_Marketing_Manager","3.0","50000.0","UK","Mixed",0
"39.0","Male",3,"Marketing_Manager","10.0","100000.0","China","Chinese",0
"30.0","Female",0,"Sales_Executive","2.0","40000.0","Canada","Asian",0
"44.0","Male",1,"Content_Marketing_Manager","11.0","110000.0","USA","White",0
"29.0","Female",2,"Sales_Representative","4.0","55000.0","China","Korean",0
"47.0","Male",3,"Product_Marketing_Manager","17.0","170000.0","Canada","White",1
"32.0","Female",1,"Sales_Representative","3.0","40000.0","Australia","Asian",0
"38.0","Male",2,"Director_of_Marketing","9.0","95000.0","Australia","Asian",0
"24.0","Female",0,"Sales_Associate","1.0","35000.0","China","White",0
"40.0","Male",3,"Sales_Director","14.0","140000.0","UK","Welsh",0
"34.0","Female",1,"Financial_Manager","5.0","70000.0","China","White",0
"26.0","Male",2,"Digital_Marketing_Manager","3.0","50000.0","UK","Mixed",0
"31.0","Female",3,"Marketing_Manager","6.0","75000.0","UK","Mixed",0
"27.0","Male",0,"Sales_Executive","2.0","40000.0","UK","Welsh",0
"43.0","Female",1,"Content_Marketing_Manager","12.0","120000.0","Australia","White",0
"28.0","Male",2,"Sales_Representative","2.0","40000.0","USA","Asian",0
"46.0","Female",3,"Product_Marketing_Manager","16.0","160000.0","USA","Hispanic",1
"33.0","Male",1,"Sales_Representative","4.0","55000.0","USA","White",0
"39.0","Female",2,"Director_of_Marketing","10.0","100000.0","UK","White",0
"25.0","Male",0,"Sales_Associate","1.0","35000.0","China","White",0
"41.0","Female",1,"Sales_Manager","8.0","80000.0","China","Chinese",0
"35.0","Male",3,"Marketing_Manager","7.0","90000.0","UK","White",0
"23.0","Female",1,"Sales_Executive","1.0","35000.0","UK","Asian",0
"42.0","Male",2,"Financial_Manager","13.0","130000.0","Canada","Black",0
"26.0","Female",1,"Digital_Marketing_Manager","4.0","60000.0","Canada","Asian",0
"32.0","Male",2,"Content_Marketing_Manager","5.0","70000.0","UK","Welsh",0
"27.0","Female",0,"Sales_Representative","3.0","40000.0","Canada","White",0
"50.0","Male",3,"Product_Marketing_Manager","15.0","150000.0","Australia","White",1
"36.0","Female",1,"Sales_Representative","2.0","35000.0","USA","Hispanic",0
"48.0","Male",2,"Director_of_Marketing","18.0","180000.0","China","Korean",0
"31.0","Female",0,"Sales_Associate","2.0","40000.0","Australia","Asian",0
"29.0","Male",1,"Sales_Director","6.0","75000.0","Australia","White",0
"45.0","Female",3,"Financial_Manager","12.0","120000.0","Australia","Australian",0
"25.0","Male",2,"Digital_Marketing_Manager","3.0","50000.0","UK","White",0
"37.0","Female",1,"Marketing_Manager","7.0","90000.0","Canada","Black",0
"23.0","Male",0,"Sales_Executive","1.0","35000.0","Canada","Asian",0
"41.0","Female",1,"Content_Marketing_Manager","11.0","110000.0","Australia","Asian",0
"26.0","Male",2,"Sales_Representative","3.0","45000.0","UK","Welsh",0
"33.0","Female",3,"Product_Marketing_Manager","5.0","70000.0","China","White",1
